Household Key,Length Of Residence,Number of Roadside calss for Year 1,Number of Roadside calss for Year 2,Number of Roadside calss for Year 3,Roadside Member Cost for Year 1,Roadside Member Cost for Year 2,Roadside Member Cost for Year 3,Member Tenure Years,Years to Cancelled Status,Basic Cost,Calculated Tow Miles,Plus Cost,Premier Cost,Total Cost,Total Number of Roadside Calls,Total Roadside Member Cost,Email Available,Age,Years from most recent Membership Expiration,Years from Join Date,Purchased Product 1,Purchased Product 2,Purchased Product 3,Purchased Product 4,Purchased Product 5,Purchased Product 6,Purchased Product 7,Purchased Product 8,Mail Responder,Home Owner,Opt-Out - Publication,Cash Call,Fleet Indicator,Total Number of Purchased Products,Household Purchased Product,Email Correspondent,Home Renter,No Home Ownership Info,City,Number of Children,Annual Income,Education,Annual Credit Possible,Member Status,Member Type,Renew Method,Motorcycle Indicator,AAA Service Necessity Due Problem 1,AAA Club 1,Vehicle Manufacturer Name 1,AAA Service Necessity Due Problem 2,Vehicle Manufacturer Name 2,AAA Club 2,Number of Members per Household Key,Frequency of use of Roadside Services,Household have used the Roadside Services,Household Group Label,Household Purchase Product Probability,Household Roadside Usage Probability
55731260,87.61387020224024,0,5,0,0.0,2942.5,0.0,290,242,3207.5,0.0,0.0,0.0,3207.5,5,2942.5,1,74,0,30,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,EAST GREENWICH,1,124500.0,Some College,774500.0,ACTIVE,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,5,1,3,0.9970301681869336,0.8041005280708815
55764310,110.0,0,10,0,0.0,5885.0,0.0,183,41,3207.5,0.0,0.0,0.0,3207.5,10,5885.0,1,74,3,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,SMITHFIELD,0,24500.0,Unknown,774500.0,CANCELLED,Associate,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,,,3,10,1,2,0.010776946398076566,0.9866664513031345
55786370,100.0,15,23,25,589.2307692307693,832.7692307692307,4115.384615384615,166,118,343.84615384615387,3.3333333333333335,4.615384615384615,0.0,348.46153846153845,63,5537.384615384615,1,53,2,18,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,EXETER,2,94500.0,Some College,800000.0,ACTIVE,Associate,NOTICE,1,Flat Tire,AAA Northeast,VOLVO,,,,15,63,1,2,0.010776946398076566,0.9999999999998683
55811260,140.0,0,5,0,0.0,208.75,0.0,262,161,415.0,0.0,0.0,0.0,415.0,5,208.75,1,48,3,27,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,NISSAN,Flat Tire,,,5,5,1,1,0.010776946398076566,0.8041005280708815
56059600,150.0,0,7,3,0.0,2138.3333333333335,145.0,340,476,430.0,11.0,0.0,0.0,430.0,10,2283.3333333333335,1,70,0,35,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,34500.0,High School,800000.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,TOYOTA,,,,3,10,1,0,0.9970301681869336,0.9837362623630054
56107900,130.0,0,0,0,0.0,0.0,0.0,270,226,0.0,0.0,0.0,0.0,0.0,0,0.0,0,70,4,28,0,1,0,0,0,0,1,1,1,1,1,1,1,3,1,1,0,0,OAKLAND,0,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,0,0,3,0.9999999999789586,0.18545711807362958
56126250,10.0,40,10,10,1360.0,340.0,325.0,460,242,340.0,0.0,0.0,0.0,340.0,60,2025.0,0,96,0,47,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,WARWICK,0,94500.0,Some College,624500.0,CANCELLED,Associate,NOTICE,0,Lockout,AAA Northeast,SATURN,,TOYOTA,,5,60,1,0,0.985682245716378,0.9999999998866009
56156300,75.0,0,10,11,0.0,3502.1428571428573,482.85714285714283,294,279,1250.0,19.714285714285715,0.0,0.0,1250.0,21,3985.0,1,57,3,30,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,PAWTUCKET,1,94500.0,Some College,674500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,Flat Tire,,,8,21,1,2,0.010776946398076566,0.9999511633335093
56209220,150.0,0,0,0,0.0,0.0,0.0,480,470,300.0,0.0,0.0,0.0,300.0,0,0.0,0,92,1,49,0,1,0,0,0,0,1,0,0,0,1,0,1,2,1,1,0,1,BARRINGTON,0,9999.0,Unknown,499999.0,CANCELLED,Primary,NOTICE,0,Jump Start,AAA Northeast,NISSAN,,,,3,0,0,1,0.9999996724665563,0.18545711807362958
56214760,150.0,0,10,0,0.0,5885.0,0.0,480,242,415.0,40.0,30.0,0.0,445.0,10,5885.0,0,92,0,49,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,HOPE,0,94500.0,Completed College,800000.0,PENDING,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,10,1,3,0.010776946398076566,0.9866664513031345
56340680,140.0,0,0,9,0.0,0.0,5044.285714285715,169,407,485.8333333333333,15.0,0.0,0.0,485.8333333333333,9,5044.285714285715,1,52,1,18,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,CRANSTON,0,34500.0,Unknown,774500.0,PENDING,Associate,NOTICE,0,Tow,AAA Northeast,SCION,,,,8,9,1,2,0.010776946398076566,0.9577416870988769
56448420,30.0,10,0,20,5885.0,0.0,575.0,140,295,285.0,5.0,0.0,0.0,285.0,30,6460.0,1,59,1,15,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WEST KINGSTON,0,14500.0,High School,724500.0,PENDING,Primary,NOTICE,1,Battery Service,AAA Northeast,KIA,Jump Start,,,5,30,1,0,0.9970301681869336,0.9999945221051112
56493970,105.0,0,0,10,0.0,0.0,530.0,335,99,0.0,0.0,0.0,0.0,0.0,10,530.0,1,88,4,34,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,1,74500.0,Completed College,724500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,MAZDA,Can't start,TOYOTA,,2,10,1,2,0.010776946398076566,0.9742178515793392
56530590,110.0,7,0,7,353.3333333333333,0.0,353.3333333333333,305,251,353.3333333333333,10.0,0.0,0.0,353.3333333333333,14,706.6666666666666,0,93,6,32,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,TIVERTON,0,124500.0,High School,774500.0,CANCELLED,Associate,NOTICE,0,Lockout,AAA Northeast,BUICK,,,,6,14,1,2,0.010776946398076566,0.9885491988865194
56580360,60.0,0,21,31,0.0,3422.7368421052633,15272.631578947368,96,409,980.5555555555555,34.111111111111114,38.333333333333336,0.0,1198.888888888889,52,18695.368421052633,1,25,0,11,0,1,0,0,0,0,1,0,1,0,1,0,0,2,1,1,0,1,W GREENWICH,0,9999.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,MERCURY,Flat Tire,,,20,52,1,1,0.9999996724665563,0.9999999999969404
56638180,87.98768974488425,0,0,0,0.0,0.0,0.0,470,390,530.0,15.0,0.0,0.0,530.0,0,0.0,1,74,3,48,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,RIVERSIDE,4,74500.0,Unknown,624500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,GMC,,,,3,0,0,0,0.9970301681869336,0.18545711807362958
56875550,150.0,2,4,13,382.0,144.44444444444446,758.6666666666666,277,242,924.6,52.0,138.0,0.0,1062.6,19,1285.111111111111,1,54,0,29,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,BARRINGTON,1,224500.0,Completed College,800000.0,ACTIVE,Primary,AUTO RENEW,0,Battery Service,AAA Northeast,TOYOTA,Flat Tire,,,9,19,1,4,0.010776946398076566,0.9997122801049227
56902700,150.0,0,0,0,0.0,0.0,0.0,490,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,76,0,50,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WAKEFIELD,0,94500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,1,Tow,AAA Northeast,FORD,,,,1,0,0,0,0.9970301681869336,0.18545711807362958
56909670,107.44340856564234,0,5,5,0.0,150.0,150.0,275,242,300.0,70.0,0.0,0.0,300.0,10,300.0,0,74,3,28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,COVENTRY,0,24500.0,High School,724500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,TOYOTA,,,,2,10,1,2,0.010776946398076566,0.981439790797646
56929150,150.0,0,0,0,0.0,0.0,0.0,367,62,300.0,0.0,0.0,0.0,300.0,0,0.0,1,68,4,38,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,WARWICK,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,DODGE,Jump Start,MERCEDES-BENZ,,3,0,0,1,0.9941377887138593,0.18545711807362958
56987110,10.0,0,0,0,0.0,0.0,0.0,460,352,0.0,0.0,0.0,0.0,0.0,0,0.0,1,84,6,47,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,GREENVILLE,0,187000.0,Unknown,774500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,FORD,,,,2,0,0,2,0.010776946398076566,0.18545711807362958
57144840,150.0,0,10,0,0.0,5885.0,0.0,362,199,3207.5,15.0,0.0,0.0,3207.5,10,5885.0,1,62,6,37,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,WEST GREENWICH,0,187000.0,Unknown,724500.0,ACTIVE,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,4,10,1,3,0.010776946398076566,0.9866664513031345
57160710,70.0,0,0,0,0.0,0.0,0.0,490,430,0.0,0.0,0.0,0.0,0.0,0,0.0,1,74,3,50,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WEST WARWICK,2,124500.0,Completed College,774500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,HYUNDAI,,,,2,0,0,4,0.010776946398076566,0.18545711807362958
57168310,150.0,0,0,1,0.0,0.0,490.4166666666667,314,242,455.0,71.0,165.0,0.0,620.0,1,490.4166666666667,1,58,0,32,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,NORTH KINGSTOWN,2,187000.0,High School,774500.0,ACTIVE,Associate,AUTO RENEW,0,Battery Service,AAA Northeast,SUBARU,Jump Start,,,12,1,1,2,0.010776946398076566,0.2751540975355348
57179400,104.64919221494767,0,40,10,0.0,2120.0,530.0,439,417,454.2857142857143,11.428571428571429,0.0,0.0,454.2857142857143,50,2650.0,1,74,2,45,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,CRANSTON,0,9999.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,1,Jump Start,AAA Northeast,INFINITI,,,,8,50,1,1,0.010776946398076566,0.9999999999976281
57247580,130.0,3,0,0,110.0,0.0,0.0,284,241,530.0,20.0,0.0,0.0,530.0,3,110.0,1,85,4,29,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,WEST WARWICK,2,54500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,5,3,1,3,0.010776946398076566,0.38497590090762557
57261210,126.0,0,0,8,0.0,0.0,424.0,292,201,331.25,5.0,0.0,0.0,331.25,8,424.0,1,64,0,30,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1,0,0,WARWICK,1,14500.0,Unknown,774500.0,PENDING,Associate,AUTO RENEW,0,Flat Tire,AAA Northeast,PONTIAC,,,,5,8,1,0,0.9999998086449837,0.931476959852972
57295420,150.0,0,0,0,0.0,0.0,0.0,570,242,530.0,0.0,0.0,0.0,530.0,0,0.0,0,78,0,58,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,CRANSTON,3,44500.0,Some College,674500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,VOLVO,,,,2,0,0,0,0.9941377887138593,0.18545711807362958
57304580,130.0,0,6,0,0.0,183.0,0.0,210,0,297.5,40.5,0.0,0.0,297.5,6,183.0,1,52,0,22,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,PAWTUCKET,2,34500.0,Some College,624500.0,PENDING,Primary,NOTICE,0,Flat Tire,AAA Northeast,TOYOTA,,,,5,6,1,4,0.010776946398076566,0.8797968582114226
57337320,100.0,10,0,10,5885.0,0.0,530.0,470,242,3207.5,5.0,0.0,0.0,3207.5,20,6415.0,0,85,0,48,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,1,124500.0,Unknown,774500.0,ACTIVE,Associate,NOTICE,0,Flat Tire,AAA Northeast,TOYOTA,Tow,,,2,20,1,2,0.010776946398076566,0.9990917009699779
57337790,150.0,0,0,0,0.0,0.0,0.0,650,242,530.0,0.0,0.0,0.0,530.0,0,0.0,1,92,0,66,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,WARWICK,0,124500.0,High School,774500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,FORD,,,,1,0,0,0,0.9900076122585038,0.18545711807362958
57419700,150.0,0,0,0,0.0,0.0,0.0,397,242,265.0,35.0,0.0,0.0,265.0,0,0.0,1,74,0,41,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,LITTLE COMPTON,0,14500.0,Unknown,774500.0,PENDING,Primary,NOTICE,0,Battery Service,AAA Northeast,MERCEDES-BENZ,Flat Tire,,,3,0,0,4,0.010776946398076566,0.18545711807362958
57450380,110.0,0,0,0,0.0,0.0,0.0,260,101,0.0,0.0,0.0,0.0,0.0,0,0.0,1,55,6,27,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,CRANSTON,4,44500.0,Unknown,800000.0,CANCELLED,Associate,NOTICE,0,Tow,AAA Northeast,GMC,,,,4,0,0,2,0.010776946398076566,0.18545711807362958
57466510,30.0,20,10,20,1537.0,5885.0,1060.0,96,460,4100.0,46.666666666666664,60.0,0.0,4700.0,50,8482.0,1,74,1,11,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,NORTH KINGSTOWN,0,9999.0,Unknown,499999.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,Flat Tire,KIA,,7,50,1,1,0.010776946398076566,0.999999999420996
57528230,104.84814505185821,0,0,20,0.0,0.0,11185.0,50,242,440.0,40.0,0.0,0.0,466.6666666666667,20,11185.0,1,74,0,6,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,3,124500.0,High School,674500.0,PENDING,Primary,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,,,3,20,1,0,0.9970301681869336,0.9998405640154663
57657420,83.0,2,16,4,1471.25,919.0,198.75,194,242,3207.5,0.0,0.0,0.0,3207.5,22,2589.0,1,26,0,20,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,WARWICK,0,64500.0,Unknown,724500.0,CANCELLED,Primary,NOTICE,0,Battery Service,AAA Northeast,FORD,Flat Tire,,,8,22,1,4,0.010776946398076566,0.9999722785819531
57660700,150.0,0,0,0,0.0,0.0,0.0,470,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,74,0,48,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,MIDDLETOWN,1,124500.0,Unknown,774500.0,ACTIVE,Associate,NOTICE,1,Flat Tire,AAA Northeast,TOYOTA,,,,1,0,0,2,0.010776946398076566,0.18545711807362958
57669770,120.0,0,2,6,0.0,69.0,3531.0,456,242,530.0,26.666666666666668,0.0,0.0,530.0,8,3600.0,1,90,0,47,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,NORTH KINGSTOWN,1,64500.0,Some College,774500.0,CANCELLED,Associate,NOTICE,0,Jump Start,AAA Northeast,LEXUS,,,,5,8,1,0,0.9941377887138593,0.9395747681852051
57681160,130.0,0,0,0,0.0,0.0,0.0,470,578,0.0,0.0,0.0,0.0,0.0,0,0.0,0,94,4,48,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,WARWICK,1,54500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,2,0,0,3,0.9941377887138593,0.18545711807362958
57681770,150.0,0,0,10,0.0,0.0,530.0,430,349,530.0,0.0,0.0,0.0,530.0,10,530.0,0,93,8,44,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,LINCOLN,0,74500.0,Unknown,774500.0,PENDING,Primary,NOTICE,0,Battery Service,AAA Northeast,HONDA,Jump Start,,,2,10,1,4,0.010776946398076566,0.9742178515793392
57683320,97.43666948165048,0,30,10,0.0,12385.0,5885.0,490,388,1766.25,0.0,0.0,0.0,1766.25,40,18270.0,1,74,2,50,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,0,94500.0,Unknown,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,BUICK,,,,5,40,1,4,0.010776946398076566,0.9999999992291357
57773610,20.0,0,5,5,0.0,2942.5,265.0,257,51,1758.75,0.0,0.0,0.0,1758.75,10,3207.5,1,71,4,27,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WARWICK,0,94500.0,Completed College,724500.0,ACTIVE,Primary,NOTICE,1,Tow,AAA Northeast,HYUNDAI,,,,6,10,1,0,0.9970301681869336,0.981439790797646
57792920,40.0,0,0,10,0.0,0.0,305.0,490,242,365.0,100.0,0.0,0.0,365.0,10,305.0,1,69,0,50,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,0,34500.0,Some College,674500.0,CANCELLED,Primary,NOTICE,0,Tow,AAA Northeast,CHRYSLER,,,,2,10,1,4,0.010776946398076566,0.9742178515793392
57943440,89.01080241633639,0,10,20,0.0,5885.0,8885.0,490,242,5885.0,0.0,0.0,0.0,5885.0,30,14770.0,1,74,0,50,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,RIVERSIDE,2,124500.0,Some College,724500.0,ACTIVE,Primary,NOTICE,0,Flat Tire,AAA Northeast,VOLKSWAGEN,,,,1,30,1,4,0.010776946398076566,0.9999995093629659
58042100,150.0,0,0,0,0.0,0.0,0.0,295,276,530.0,0.0,0.0,0.0,530.0,0,0.0,0,95,2,30,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,WARWICK,2,94500.0,Unknown,774500.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,NISSAN,,,,2,0,0,2,0.6889467861041547,0.18545711807362958
58118750,52.0,15,3,36,1791.0869565217392,1082.608695652174,1772.391304347826,225,43,1220.2173913043478,10.869565217391305,0.0,0.0,1220.2173913043478,54,4646.086956521739,1,50,1,23,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,54500.0,Some College,524500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,MERCURY,Lockout,,,24,54,1,0,0.9970301681869336,0.999999999949764
58237870,110.0,0,0,4,0.0,0.0,212.0,120,30,1507.0,6.0,0.0,0.0,1507.0,4,212.0,1,66,2,13,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,PROVIDENCE,0,124500.0,Some College,774500.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,FORD,,,,6,4,1,4,0.010776946398076566,0.6375853177530664
58281330,150.0,17,8,8,980.8333333333334,4904.166666666667,441.6666666666667,463,242,2672.0,12.0,0.0,0.0,2672.0,33,6326.666666666667,1,76,0,47,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,NORTH PROVIDENCE,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,HYUNDAI,,TOYOTA,,6,33,1,1,0.010776946398076566,0.9999976650356213
58295380,124.0,30,20,0,17655.0,1177.0,0.0,497,91,4695.0,0.0,0.0,0.0,4695.0,50,18832.0,0,87,2,51,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,TIVERTON,1,94500.0,Unknown,724500.0,ACTIVE,Primary,AUTO RENEW,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,11,50,1,3,0.010776946398076566,0.9999999983143719
58314760,100.0,17,0,9,1008.8571428571429,0.0,454.2857142857143,264,242,2677.1666666666665,0.0,0.0,0.0,2910.5,26,1463.142857142857,1,90,0,27,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,NEWPORT,0,44500.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Battery Service,AAA Northeast,CHRYSLER,Tow,,,7,26,1,1,0.010776946398076566,0.9998568687676548
58315420,60.0,0,0,10,0.0,0.0,530.0,227,370,430.0,21.8,0.0,0.0,430.0,10,530.0,1,92,2,24,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,N PROVIDENCE,0,24500.0,Some College,724500.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,TOYOTA,,,,6,10,1,4,0.010776946398076566,0.9742178515793392
58324680,90.0,0,0,0,0.0,0.0,0.0,480,379,530.0,0.0,0.0,0.0,530.0,0,0.0,1,85,10,49,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,CRANSTON,0,9999.0,Unknown,499999.0,ACTIVE,Primary,AUTO RENEW,1,Battery Service,AAA Northeast,HYUNDAI,,,,2,0,0,1,0.010776946398076566,0.18545711807362958
58455580,150.0,0,10,0,0.0,320.0,0.0,440,261,345.0,17.25,0.0,0.0,345.0,10,320.0,1,86,2,45,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,CRANSTON,2,74500.0,Unknown,724500.0,ACTIVE,Associate,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,5,10,1,3,0.9941377887138593,0.9866664513031345
58481140,130.0,0,30,20,0.0,17655.0,1060.0,510,242,5885.0,0.0,0.0,0.0,5885.0,50,18715.0,1,78,0,52,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,WARWICK,0,54500.0,Some College,674500.0,ACTIVE,Primary,NOTICE,1,Battery Service,AAA Northeast,PONTIAC,,,,1,50,1,0,0.9970301681869336,0.9999999999953553
58482730,150.0,0,0,0,0.0,0.0,0.0,560,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,73,0,57,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,CRANSTON,0,54500.0,Some College,724500.0,ACTIVE,Primary,NOTICE,0,Lockout,AAA Northeast,CADILLAC,,,,1,0,0,0,0.9941377887138593,0.18545711807362958
58490190,150.0,0,0,0,0.0,0.0,0.0,460,242,0.0,0.0,0.0,0.0,0.0,0,0.0,0,73,0,47,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,NARRAGANSETT,0,94500.0,Some College,774500.0,ACTIVE,Primary,AUTO RENEW,1,Tow,AAA Northeast,BUICK,,,,1,0,0,0,0.9900076122585038,0.18545711807362958
58501200,109.1862277099868,0,0,0,0.0,0.0,0.0,150,242,530.0,15.0,0.0,0.0,530.0,0,0.0,0,74,0,16,1,0,0,0,0,0,1,0,1,0,1,0,1,2,1,1,0,1,JAMESTOWN,0,9999.0,Unknown,499999.0,PENDING,Primary,NOTICE,0,Lockout,AAA Northeast,CHEVROLET,,HONDA,,2,0,0,1,0.9999995286290481,0.18545711807362958
58568610,99.1096382191944,0,0,3,0.0,0.0,176.66666666666666,317,242,446.6666666666667,0.0,0.0,0.0,870.0,3,176.66666666666666,1,74,0,33,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,LINCOLN,1,162000.0,Some College,674500.0,ACTIVE,Associate,NOTICE,0,Flat Tire,AAA Northeast,LEXUS,,LINCOLN,,3,3,1,2,0.010776946398076566,0.5134276236331733
58568680,150.0,0,7,0,0.0,392.3333333333333,0.0,133,40,0.0,0.0,0.0,0.0,0.0,7,392.3333333333333,1,67,1,14,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,EAST GREENWICH,1,124500.0,Completed College,774500.0,CANCELLED,Associate,NOTICE,0,Battery Service,AAA Northeast,HONDA,,,,3,7,1,2,0.010776946398076566,0.9288325609242207
58829130,150.0,2,0,2,1088.75,0.0,1054.0,335,242,400.0,0.0,0.0,0.0,4355.0,4,2142.75,1,72,0,34,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,WARWICK,0,54500.0,High School,774500.0,ACTIVE,Primary,NOTICE,0,No record for the last three years,No record for the last three years,No record for the last three years,,,,4,4,1,3,0.010776946398076566,0.5539795395898354
58854180,150.0,0,0,3,0.0,0.0,176.66666666666666,280,242,530.0,5.0,0.0,0.0,530.0,3,176.66666666666666,1,70,0,29,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,1,0,0,JOHNSTON,0,74500.0,Completed College,724500.0,ACTIVE,Primary,NOTICE,0,Locksmith,AAA Northeast,TOYOTA,Tow,,,3,3,1,0,0.9999993515942743,0.5134276236331733
58858960,130.0,0,0,0,0.0,0.0,0.0,340,52,300.0,0.0,0.0,0.0,300.0,0,0.0,0,79,10,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,NORTH KINGSTOWN,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,1,Tow,AAA Northeast,MERCURY,,,,2,0,0,1,0.010776946398076566,0.18545711807362958
58912290,150.0,0,20,0,0.0,650.0,0.0,460,242,312.5,4.5,0.0,0.0,312.5,20,650.0,0,70,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NORTH SMITHFIELD,0,9999.0,Unknown,499999.0,ACTIVE,Primary,NOTICE,0,Tow,AAA Northeast,CHEVROLET,,,,2,20,1,1,0.010776946398076566,0.9999584221262513
59118560,150.0,0,0,0,0.0,0.0,0.0,350,242,0.0,0.0,0.0,0.0,0.0,0,0.0,1,79,0,36,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,CRANSTON,1,64500.0,Some College,774500.0,CANCELLED,Primary,NOTICE,0,Flat Tire,AAA Northeast,BUICK,,,,1,0,0,0,0.9970301681869336,0.18545711807362958
59609430,150.0,18,46,3,10593.0,18596.6,110.66666666666667,349,125,2817.5333333333333,4.0,0.0,0.0,2817.5333333333333,67,29300.266666666666,1,60,0,36,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,COVENTRY,0,74500.0,Unknown,800000.0,ACTIVE,Associate,NOTICE,0,Tow,AAA Northeast,SUBARU,,VOLKSWAGEN,,15,67,1,2,0.010776946398076566,0.9999999999999938
59615690,90.0458117467589,10,10,30,474.0,5885.0,12522.0,360,242,3207.5,0.0,0.0,0.0,3207.5,50,18881.0,1,74,0,37,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,RIVERSIDE,1,124500.0,Some College,724500.0,ACTIVE,Associate,NOTICE,0,Battery Service,AAA Northeast,KIA,Flat Tire,TOYOTA,,2,50,1,2,0.010776946398076566,0.9999999998984421
